stageID,星解放,裏星解放,星1倍率,星2倍率,星3倍率,星4倍率,ゲリラset,報酬リセットType,1度きり表示,表示順,インターバル,挑戦フラグ,マップ難易度,クリア後非表示,XP2倍広告,生産額倍率,統率力フラグ,ステージ全表示設定,マップ名
1203,1,0,100,150,200,300,0,0,0,1017190,0,0,768,0,0,0,1,0,絶・絶望新次元
1204,1,0,100,150,200,300,0,2,1,1031010,0,0,1,0,0,0,1,0,謎の宅配便
1205,1,0,100,150,200,300,0,0,0,1019070,0,0,768,0,0,0,1,0,絶・亡者デブウ降臨
1206,4,0,100,150,200,300,0,2,0,1057000,0,0,31,0,0,0,1,0,ふたりで！にゃんこ大戦争
1207,1,0,100,150,200,300,0,0,0,1019090,0,0,768,0,0,0,1,0,絶・チワワン伯爵降臨
1208,1,0,100,150,200,300,0,0,0,1014100,0,0,768,0,0,0,1,0,大乱闘狂乱ファミリーズ
1209,1,0,100,150,200,300,0,1,1,1900000,0,0,1,0,0,0,1,0,にゃんにゃん記念日
1210,1,0,100,150,200,300,0,0,0,0,0,0,3,0,0,0,1,0,草原の決闘(旧)
1211,1,0,100,150,200,300,0,0,0,0,0,0,28,0,0,0,1,0,夕焼けの決闘(旧)
1212,1,0,100,150,200,300,0,0,0,0,0,0,48,0,0,0,1,0,星空の決闘(旧)
1213,1,0,100,150,200,300,0,0,0,0,0,0,224,0,0,0,1,0,砂浜の決闘(旧)
1214,1,0,100,150,200,300,0,0,0,1019110,0,0,768,0,0,0,1,0,絶・夜は短し夢みよ乙女
1215,1,1,100,150,200,300,0,0,0,1019120,0,1,256,0,0,0,1,0,ブルーインパクト
1216,1,0,100,150,200,300,0,1,1,0,0,0,1,0,0,0,1,0,バースデープレゼント！
1217,1,0,100,150,200,300,0,0,0,1021000,0,0,512,0,0,0,1,0,奈落門
1218,1,0,100,150,200,300,0,2,1,1031020,0,0,1,0,0,0,1,0,謎の宅配便
1219,1,0,100,150,200,300,0,0,0,1021020,0,0,512,0,0,0,1,0,聖者ポプウ降臨
1220,1,0,100,150,200,300,0,0,0,1021040,0,0,512,0,0,0,1,0,古王妃飛来
1221,1,0,100,150,200,300,0,0,0,0,0,0,1,0,0,0,1,0,ことよろにゃ！(ΦωΦ)
1222,1,0,100,150,200,300,5,0,0,1003030,0,0,512,0,0,0,1,0,進化の虹マタタビ
1223,1,0,100,150,200,300,0,0,0,0,0,0,3,0,0,0,1,0,2019年最多出演敵ベスト５！
1224,1,0,100,150,200,300,0,1,1,1030000,0,0,1,0,0,0,1,0,旧正月ステージ
1225,1,0,100,150,200,300,0,2,1,1031030,0,0,1,0,0,0,1,0,謎の宅配便
1226,1,1,100,150,200,300,0,0,0,1019140,0,1,512,0,0,0,1,0,ほの暗い沼の底から
1227,1,0,100,150,200,300,0,0,0,0,0,0,384,0,0,0,1,0,火口の決闘(旧)
1228,1,0,100,150,200,300,0,0,0,0,0,0,1,0,0,0,1,0,5000万ダウンロード記念 ハッピープレゼント！
1229,1,0,100,150,200,300,0,0,0,1021060,0,0,512,0,0,0,1,0,綺羅星ペロ降臨
1230,1,0,100,150,200,300,0,1,1,0,0,0,1,0,0,0,1,0,バースデープレゼント!
1231,1,0,100,150,200,300,0,0,0,1021080,0,0,512,0,0,0,1,0,死霊妖精クオリネム降臨
1232,1,0,100,150,200,300,0,0,0,1021100,0,0,512,0,0,0,1,0,はじめてのお遣い
1233,1,0,100,150,200,300,0,0,0,0,0,0,384,0,0,0,1,0,地図王の眠る島(旧)
1234,1,0,100,150,200,300,0,2,0,1008030,0,0,496,1,0,0,1,0,大乱闘 春イベスペシャル
1235,1,0,100,150,200,300,0,2,0,1008020,0,0,480,1,0,0,1,0,大乱闘 夏イベスペシャル
1236,1,0,100,150,200,300,0,2,0,1008010,0,0,960,1,0,0,1,0,大乱闘 秋イベスペシャル
1237,1,0,100,150,200,300,0,2,0,1008000,0,0,896,1,0,0,1,0,大乱闘 冬イベスペシャル
1238,1,0,100,150,200,300,0,0,0,0,0,0,3,0,0,0,1,0,タッグ闘技場 ルーキー(旧)
1239,1,0,100,150,200,300,0,0,0,0,0,0,28,0,0,0,1,0,タッグ闘技場 ビギナー(旧)
1240,1,0,100,150,200,300,0,0,0,0,0,0,48,0,0,0,1,0,タッグ闘技場 ベテラン(旧)
1241,1,0,100,150,200,300,0,0,0,0,0,0,224,0,0,0,1,0,タッグ闘技場 プロ(旧)
1242,1,0,100,150,200,300,0,0,0,0,0,0,384,0,0,0,1,0,タッグ闘技場 エキスパート(旧)
1243,1,0,100,150,200,300,0,0,0,1019150,0,0,512,0,0,0,1,0,絶・ほの暗い沼の底から
1244,1,0,100,150,200,300,0,1,1,0,0,0,1,0,0,0,1,0,バースデープレゼント!
1245,1,0,100,150,200,300,0,0,0,0,0,0,3,0,0,0,1,0,2020年最多出演敵ベスト５！
1246,1,1,100,150,200,300,0,0,0,1019160,0,0,512,0,0,0,1,0,破滅への序曲
1247,1,0,100,150,200,300,0,0,0,1017210,0,0,512,0,0,0,1,0,絶・台風零号
1248,1,0,100,150,200,300,0,0,0,0,0,0,768,0,0,0,1,0,海底の決闘(旧)
1249,1,0,100,150,200,300,0,1,0,1058010,0,0,339,0,0,0,1,0,ネコウエハース降臨
1250,1,0,100,150,200,300,0,3,1,1032000,0,0,292,0,0,0,1,0,終末ノ連戦場
1251,1,0,100,150,200,300,0,0,0,1022000,0,0,256,0,0,0,1,0,天使と般若
1252,1,0,100,150,200,300,0,0,0,1022010,0,0,256,0,0,0,1,0,女帝と亡者
1253,1,0,100,150,200,300,0,0,0,1022020,0,0,256,0,0,0,1,0,伯爵と乙女
1254,1,0,100,150,200,300,0,0,0,0,0,0,1,0,0,0,1,0,6000万ダウンロード記念 ハッピープレゼント！
1255,1,0,100,150,200,300,0,3,1,1053040,0,0,48,1,0,0,1,0,魔導書の示す場所
1256,1,0,100,150,200,300,0,3,1,1053050,0,0,48,1,0,0,1,0,異界のしもべ
1257,1,0,100,150,200,300,0,0,0,1053000,0,0,40,1,0,0,1,0,ネコの解放
1258,1,0,100,150,200,300,0,0,0,1053010,0,0,96,1,0,0,1,0,タンクネコの解放
1259,1,0,100,150,200,300,0,0,0,1017160,0,1,128,0,0,0,1,0,メガサターン
1260,4,0,100,150,200,300,0,2,0,1070000,0,0,125,0,0,0,1,0,熱血！大玉転がし
1261,3,0,100,150,200,300,0,2,0,1070010,0,0,122,0,0,0,1,0,熱血！障害物競走
1262,1,0,100,150,200,300,0,2,0,1070020,0,0,26,0,0,0,1,0,熱血！二人三脚バトル  低学年
1263,1,0,100,150,200,300,0,2,0,1070030,0,0,224,0,0,0,1,0,熱血！二人三脚バトル  中学年
1264,1,0,100,150,200,300,0,2,0,1070040,0,0,384,0,0,0,1,0,熱血！二人三脚バトル  高学年
1265,1,0,100,150,200,300,0,3,1,1053060,0,0,48,1,0,0,1,0,デーモンパーク
1266,1,0,100,150,200,300,0,0,0,1053020,0,0,192,1,0,0,1,0,バトルネコの解放
1267,3,0,100,150,200,300,0,2,0,1072020,0,0,125,0,0,0,1,0,韓国版専用お年玉襲来！
1268,1,0,100,150,200,300,0,0,0,1053030,0,0,128,1,0,0,1,0,ネコたちの解放
1269,1,0,100,150,200,300,0,3,1,1052000,0,0,384,1,0,0,1,0,女王の研究報告１
1270,1,0,100,150,200,300,0,3,1,1052010,0,0,256,1,0,0,1,0,女王の研究報告２
1271,1,0,100,150,200,300,0,3,1,1052020,0,0,256,1,0,0,1,0,女王の研究報告３
1272,1,1,100,150,200,300,0,0,0,1019180,0,0,512,0,0,0,1,0,誘惑のシンフォニー
1273,1,1,100,150,200,300,0,0,0,1019200,0,0,1024,0,0,0,1,0,羅生門
1274,1,0,100,150,200,300,5,0,0,1003010,0,0,384,0,0,0,1,0,進化の悪マタタビ
1275,1,0,100,150,200,300,0,3,1,1052030,0,0,256,1,0,0,1,0,女王の研究報告４
1276,1,0,100,150,200,300,0,3,1,1052040,0,0,768,1,0,0,1,0,女王の研究報告５
1277,1,0,100,150,200,300,0,3,1,1054000,0,0,384,1,0,0,1,0,女王の発掘調査１
1278,1,0,100,150,200,300,0,3,1,1054010,0,0,768,1,0,0,1,0,女王の発掘調査２
1279,1,0,100,150,200,300,0,3,1,1054020,0,0,512,1,0,0,1,0,女王の発掘調査３
1280,1,0,100,150,200,300,0,3,1,1054030,0,0,1536,1,0,0,1,0,女王の発掘調査４
1281,1,0,100,150,200,300,0,3,1,1054040,0,0,1024,1,0,0,1,0,女王の発掘調査５
1282,1,0,100,150,200,300,0,2,1,0,30,0,255,0,0,0,1,0,Q1.箱の中身クイズ
1283,1,0,100,150,200,300,0,0,0,0,0,0,173,0,0,0,1,0,Q5.時の運クイズ
1284,1,0,100,150,200,300,0,1,1,1900020,0,0,1,0,0,0,1,0,バースデープレゼント！
1285,1,0,100,150,200,300,0,0,0,0,0,0,3,0,0,0,1,0,2021年最多出演敵ベスト５！
1286,3,0,100,150,200,300,0,2,0,1072030,0,0,125,0,0,0,1,0,お年玉襲来！
1287,1,0,100,150,200,300,0,2,1,1059020,360,0,490,0,0,0,1,0,闇討ちの戦い
1288,1,0,100,150,200,300,0,1,1,1900050,0,0,1,0,0,0,1,0,春節ハッピープレゼント！
1289,1,0,100,150,200,300,0,2,1,1059030,360,0,490,0,0,0,1,0,烈火の乱
1290,1,0,100,150,200,300,0,2,0,1066010,0,0,26,0,0,0,1,0,後輩からの本命チョコ
1291,1,0,100,150,200,300,0,2,0,1066020,0,0,224,0,0,0,1,0,先輩からの本命チョコ
1292,1,0,100,150,200,300,0,2,0,1066030,0,0,384,0,0,0,1,0,幼なじみからの本命チョコ
1293,1,0,100,150,200,300,0,1,1,1900030,0,0,1,0,0,0,1,0,中秋節ハッピープレゼント！
1294,1,0,100,150,200,300,0,0,0,0,0,0,0,0,0,0,1,0,ダミー
1295,1,0,100,150,200,300,0,0,0,0,0,0,0,0,0,0,1,0,ダミー
1296,1,0,100,150,200,300,0,0,0,1021010,0,0,512,0,0,0,1,0,絶・奈落門
1297,4,0,100,150,200,300,0,2,0,1066000,0,0,25,0,0,0,1,0,僕らのバレンタイン戦争
1298,4,0,100,150,200,300,0,2,0,1067010,0,0,63,0,0,0,1,0,Season2～トキメキ文化祭～
1299,1,0,100,150,200,300,0,2,0,1067020,0,0,173,0,0,0,1,0,Season3～修学旅行～
1300,1,0,100,150,200,300,0,2,0,1067040,0,0,7,0,0,0,1,0,Weekend～告白～
1301,1,0,100,150,200,300,0,2,0,1067070,0,0,13,0,0,0,1,0,Weekend～告白～
1302,1,0,100,150,200,300,0,2,0,1067100,0,0,21,0,0,0,1,0,Weekend～告白～
1303,2,0,100,200,200,300,0,2,0,1067120,0,0,63,0,0,0,1,0,Season4～卒業の日～
1304,1,0,100,150,200,300,0,1,1,1900010,0,0,1,0,0,0,1,0,7000万ダウンロード記念 ハッピープレゼント！
1305,1,0,100,150,200,300,0,0,0,1022030,0,0,256,0,0,0,1,0,亡者と河豚
1306,1,0,100,150,200,300,0,0,0,1022040,0,0,256,0,0,0,1,0,女帝と乙女
1307,1,0,100,150,200,300,0,0,0,1022050,0,0,256,0,0,0,1,0,伯爵と天使
1308,3,0,100,150,200,300,0,2,0,1069010,0,0,173,0,0,0,1,0,#03「13日は何曜日」
1309,3,0,100,150,180,300,0,2,0,1069000,0,0,510,0,0,0,1,0,#04「ネコ鳴村」
1310,1,0,100,150,200,300,0,0,0,0,0,0,0,0,0,0,1,0,決闘チャレンジ
1311,1,0,100,150,200,300,0,0,0,0,0,0,0,0,0,0,1,0,タッグ闘技チャレンジ
1312,1,0,100,150,200,300,0,0,1,1045000,0,0,128,1,0,0,1,0,密林の異変
1313,1,0,100,150,200,300,0,0,1,1045010,0,0,256,1,0,0,1,0,砂漠の怪異
1314,1,0,100,150,200,300,0,0,1,1045020,0,0,512,1,0,0,1,0,火山の脅威
1315,1,0,100,150,200,300,0,2,0,1075010,0,0,16,0,0,0,1,0,トントンムシ相撲 予選
1316,1,0,100,150,200,300,0,2,0,1075020,0,0,128,0,0,0,1,0,トントンムシ相撲 準々決勝
1317,1,0,100,150,200,300,0,2,0,1075030,0,0,512,0,0,0,1,0,トントンムシ相撲 準決勝
1318,1,0,100,150,200,300,0,2,0,1075040,0,0,1024,0,0,0,1,0,トントンムシ相撲 決勝
1319,1,0,100,150,200,300,3,1,1,1004040,0,0,1664,0,1,0,1,0,超極悪ゲリラ経験値にゃ！
1320,4,0,100,150,200,200,0,2,0,1064020,0,0,95,0,0,0,1,0,#02 お菓子争奪戦
1321,3,0,100,150,200,300,0,2,0,1064000,0,0,656,0,0,0,1,0,#04 恐怖の悪戯計画
1322,1,0,100,150,200,300,0,0,0,0,0,0,1017,0,0,0,1,0,第2部 敵軍団行進
1323,3,0,100,150,200,300,0,0,0,0,0,0,125,0,0,0,1,0,第5部 名曲パレード
1324,1,0,100,150,200,300,0,1,1,1900040,0,0,1,0,0,0,1,0,バースデープレゼント!
1325,3,0,100,150,200,300,0,2,0,1071020,0,0,79,0,0,0,1,0,第一夜 働くニャンタクロース
1326,1,0,100,150,200,300,0,3,3,1044000,0,0,1024,0,0,0,1,0,進化の虹獣石
1327,1,0,100,150,200,300,0,0,0,0,0,0,3,0,0,0,1,0,2022年最多出演敵ベスト５！
1328,1,0,100,150,200,200,0,1,1,1900060,0,0,1,0,0,0,1,0,8000万ダウンロード記念 ハッピープレゼント！
1329,1,0,100,150,200,200,0,2,0,1067130,0,0,384,0,0,0,1,0,After Story～卒業の日～
1330,1,0,100,150,200,200,0,2,0,1067050,0,0,6,0,0,0,1,0,Weekend～告白リベンジ～
1331,1,0,100,150,200,200,0,2,0,1067080,0,0,12,0,0,0,1,0,Weekend～告白リベンジ～
1332,1,0,100,150,200,200,0,2,0,1067110,0,0,112,0,0,0,1,0,Weekend～告白リベンジ～
1333,1,0,100,150,200,200,0,0,1,1045030,0,0,256,1,0,0,1,0,密林の異変Ⅱ
1334,1,0,100,150,200,200,0,0,1,1045040,0,0,512,1,0,0,1,0,砂漠の怪異Ⅱ
1335,1,0,100,150,200,200,0,0,1,1045050,0,0,1024,1,0,0,1,0,火山の脅威Ⅱ
1336,1,0,100,150,200,200,0,2,1,1059000,360,0,2046,0,0,0,1,0,アンデッドハザード
1337,1,0,100,150,200,200,0,2,0,1068010,0,0,192,0,0,0,1,0,開眼のネコエッグ襲来！
1338,1,0,100,150,200,200,0,0,0,1021070,0,0,1536,0,0,0,1,0,絶・綺羅星ペロ降臨
1339,1,0,100,150,200,200,0,3,1,1011000,0,0,1024,0,0,0,1,0,ちびネコ大試練
1340,1,0,100,150,200,200,0,0,0,1020000,0,0,3584,0,0,0,1,0,大魔王ニャンダム大降臨
1341,1,0,100,150,200,200,0,1,1,1900070,0,0,1,0,0,0,1,0,バースデープレゼント
1342,1,0,100,150,200,200,0,0,0,1017170,0,0,640,0,0,0,1,0,絶・メガサターン
1343,2,0,100,150,200,200,0,2,0,1069020,0,0,61,0,0,0,1,0,#02「恐怖の披露宴」
1344,1,0,100,150,200,200,0,0,0,0,0,0,0,0,0,0,1,0,夏の終わり、宿題(旧)
1345,1,0,100,150,200,200,0,0,1,1045060,0,0,512,1,0,0,1,0,密林の異変Ⅲ
1346,1,0,100,150,200,200,0,0,1,1045070,0,0,1024,1,0,0,1,0,砂漠の怪異Ⅲ
1347,1,0,100,150,200,200,0,0,1,1045080,0,0,1024,1,0,0,1,0,火山の脅威Ⅲ
1348,1,0,100,150,200,200,0,0,0,1020010,0,0,3584,0,0,0,1,0,三途の沼のヌシ大降臨
1349,1,0,100,150,200,200,0,2,1,1059010,360,0,2046,0,0,0,1,0,機械の反乱軍
1350,1,0,100,150,200,200,0,0,0,1016000,0,0,1024,0,0,0,1,0,極悪のネコ降臨
1351,1,0,100,150,200,200,0,0,0,1016010,0,0,1024,0,0,0,1,0,極悪のタンク降臨
1352,1,0,100,150,200,200,0,0,0,1016020,0,0,1024,0,0,0,1,0,極悪のバトル降臨
1353,1,0,100,150,200,200,0,0,0,1016030,0,0,1024,0,0,0,1,0,極悪のキモネコ降臨
1354,1,0,100,150,200,200,0,0,0,1016040,0,0,1024,0,0,0,1,0,極悪のウシ降臨
1355,1,0,100,150,200,200,0,0,0,1016050,0,0,1024,0,0,0,1,0,極悪のトリ降臨
1356,1,0,100,150,200,200,0,0,0,1016060,0,0,1024,0,0,0,1,0,極悪のフィッシュ降臨
1357,1,0,100,150,200,200,0,0,0,1016070,0,0,1024,0,0,0,1,0,極悪のトカゲ降臨
1358,1,0,100,150,200,200,0,0,0,1016080,0,0,1024,0,0,0,1,0,極悪の巨神降臨
1359,1,0,100,150,200,200,0,3,1,1070050,0,0,164,0,0,0,1,0,熱血！リレー大会
1360,1,0,100,150,200,200,0,0,0,1078010,0,0,173,0,0,0,1,0,第2章 ツボ洞窟の死闘
1361,1,0,100,150,200,200,0,0,0,1078000,0,0,1021,0,0,0,1,0,第5章 わんわん城の戦い
1362,1,0,100,150,200,200,0,0,0,1078030,0,0,1,0,0,0,1,0,最終章 決戦！わんわん大王
1363,1,0,100,150,200,200,0,1,1,1900080,0,0,1,0,0,0,1,0,バースデープレゼント！
1364,1,0,100,150,200,200,0,2,0,1071000,0,0,592,0,0,0,1,0,第三夜  聖夜のプレゼント再配達
1365,1,0,100,150,200,200,0,0,0,0,0,0,3,0,0,0,1,0,2023年最多出演敵ベスト５！
1366,1,0,100,150,200,200,0,2,0,1072010,0,0,656,0,0,0,1,0,雪やわんわん
1367,1,0,100,150,200,200,0,2,0,1073000,0,0,480,0,0,0,1,0,春節セールの戦い
1368,1,0,100,150,200,200,0,1,1,1900090,0,0,1,0,0,0,1,0,9000万ダウンロード記念 ハッピープレゼント！
1369,1,0,100,150,200,200,0,0,0,1078050,0,0,944,0,0,0,1,0,厄災のわんわん王国
1370,1,0,100,150,200,200,0,1,1,1900100,0,0,1,0,0,0,1,0,バースデープレゼント！
1371,1,0,100,150,200,200,0,1,1,1900110,0,0,1,0,0,0,1,0,8888万ダウンロード記念
1372,1,0,100,150,200,200,0,2,0,1069040,0,0,112,0,0,0,1,0,週末ハネムーン 1週目
1373,1,0,100,150,200,200,0,2,0,1069050,0,0,208,0,0,0,1,0,週末ハネムーン 2週目
1374,1,0,100,150,200,200,0,2,0,1069060,0,0,336,0,0,0,1,0,週末ハネムーン 最終週
1375,1,0,100,150,200,200,0,0,0,1021110,0,0,1536,0,0,0,1,0,絶・はじめてのお遣い
1376,1,0,100,150,200,200,0,0,0,1016090,0,0,2048,0,0,0,1,0,大乱闘極悪ファミリーズ
1377,1,0,100,150,200,200,0,0,0,1023020,0,0,512,0,0,0,1,0,阿亀と赤子
1378,1,0,100,150,200,200,0,0,0,1023010,0,0,512,0,0,0,1,0,王子と死霊
1379,1,0,100,150,200,200,0,0,0,1023000,0,0,512,0,0,0,1,0,蜜江と聖者
1380,2,0,100,150,200,200,0,2,0,1075050,0,0,148,0,0,0,1,0,夏の夜、帰り道
1381,1,0,100,150,200,200,0,0,0,1021030,0,0,1536,0,0,0,1,0,絶・聖者ポプウ降臨
1382,3,0,100,150,200,200,0,2,0,1076000,0,0,169,0,0,0,1,0,ジャングルサバイバル
1383,1,0,100,150,200,200,0,0,0,1021050,0,0,1536,0,0,0,1,0,絶・古王妃飛来
1384,1,0,100,150,200,200,0,0,0,1065000,0,0,512,0,0,0,1,0,開眼のネコ屋台襲来！
1385,1,0,100,150,200,200,0,2,0,1079070,0,0,31,0,0,0,1,0,天下統一への道 ～前編～
1386,2,0,100,200,200,200,0,2,0,1079000,0,0,84,0,0,0,1,0,合戦！武将ニャンダム
1387,2,0,100,200,200,200,0,2,0,1079010,0,0,336,0,0,0,1,0,合戦！武将般若我王
1388,1,0,100,150,200,200,0,2,0,1079080,0,0,248,0,0,0,1,0,天下統一への道 ～後編～
1389,2,0,100,200,200,200,0,2,0,1079020,0,0,804,0,0,0,1,0,決戦！反逆の戦国魔王
1390,1,0,100,150,200,200,0,1,1,1900120,0,0,1,0,0,0,1,0,バースデープレゼント！
1391,1,0,100,150,200,200,0,0,0,1020020,0,0,3584,0,0,0,1,0,超拳獣ブンナグリオス大降臨
1392,1,0,100,150,200,200,0,0,0,0,0,0,85,0,0,0,1,0,2024年思い出アルバム
1393,1,0,100,150,200,200,0,0,0,1021090,0,0,1536,0,0,0,1,0,絶・死霊妖精クオリネム降臨
1394,1,0,100,150,200,200,0,0,0,1048000,0,0,256,1,0,0,1,0,ネコヴァルキリー大試練
1395,1,0,100,150,200,200,0,0,0,1048010,0,0,256,1,0,0,1,0,ネコムート大試練
1396,1,0,100,150,200,200,0,1,1,1900130,0,0,1,0,0,0,1,0,1億ダウンロード記念 ハッピープレゼント！
1397,1,0,100,150,200,200,0,1,0,1058020,0,0,1,0,0,0,1,0,チョコサプ降臨
1398,1,0,100,150,200,200,0,0,0,1079030,0,0,61,0,0,0,1,0,黒船来航
1399,2,0,100,200,200,200,0,0,0,1079040,0,0,428,0,0,0,1,0,赤船来航
1400,2,0,100,200,200,200,0,0,0,1079050,0,0,916,0,0,0,1,0,蒼船来航
1401,2,0,100,200,200,200,0,0,0,1079060,0,0,804,0,0,0,1,0,開国してください
1402,1,0,100,150,200,200,0,3,1,1500000,0,0,1,0,0,0,1,0,【限定】ご来店プレゼント！
1403,1,0,100,150,200,200,0,2,1,1031040,0,0,1,0,0,0,1,0,謎の宅配便
1404,1,0,100,150,200,200,0,0,0,1019190,0,0,1536,0,0,0,1,0,絶・誘惑のシンフォニー
1405,1,0,100,150,200,200,0,3,1,1076020,0,0,4,0,0,0,1,0,破天候予報
1406,1,0,100,150,200,200,0,0,0,1020030,0,0,3584,0,0,0,1,0,ジャンボーグ鈴木大降臨
1407,3,0,100,150,200,200,0,2,0,1077020,0,0,174,0,0,0,1,0,豪遊リゾートランド
1408,3,0,100,150,200,200,0,2,0,1077030,0,0,174,0,0,0,1,0,サウナスパで極楽
1409,1,0,100,150,200,200,0,1,1,1900140,0,0,1,0,0,0,1,0,1億1000万ダウンロード記念 ハッピープレゼント！
1410,1,0,100,150,200,200,0,2,0,1600000,0,0,1280,0,0,0,1,0,大花火大会開催！
1411,1,0,100,150,200,200,0,0,0,1900150,0,0,15,0,0,0,1,0,ここはにゃんこ大商店！
1412,1,0,100,150,200,200,0,2,0,1081060,0,0,255,0,0,0,1,0,第1話 正義のヒーロー参上！
1413,1,0,100,150,200,200,0,0,0,0,0,0,0,0,0,0,1,0,第4話 秘密特訓(旧)
1414,2,0,100,120,150,150,0,0,0,0,0,0,0,0,0,0,1,0,第5話 宿敵再び(旧)
1415,1,0,100,150,200,200,0,2,0,1081010,0,0,508,0,0,0,1,0,第6話 襲い来る黒幕
1416,1,0,100,150,200,200,0,0,0,0,0,0,0,0,0,0,1,0,最終話 悪の終着点(旧)
1417,1,0,100,150,200,200,0,1,1,1900160,0,0,1,0,0,0,1,0,バースデープレゼント！
1418,1,0,100,150,200,200,0,0,0,0,0,0,85,0,0,0,1,0,2025年思い出アルバム
1419,1,0,100,150,200,200,0,0,0,0,0,0,3,0,0,0,1,0,2025年最多出演敵ベスト５！
1420,1,0,100,150,200,200,0,2,0,1066050,0,0,656,0,0,0,1,0,ほろ苦バレンタイン
1421,1,0,100,150,200,200,0,0,0,1020040,0,0,3584,0,0,0,1,0,トリニティ大降臨
1422,1,0,100,150,200,200,4,0,0,1003000,0,0,16,0,0,0,1,0,進化のマタタビ
1423,1,0,100,150,200,200,0,3,2,1067030,0,0,18,0,0,0,1,0,After School～恋文～
1424,1,0,100,150,200,200,0,3,2,1067060,0,0,36,0,0,0,1,0,After School～恋文～
1425,1,0,100,150,200,200,0,3,2,1067090,0,0,72,0,0,0,1,0,After School～恋文～
1426,1,0,100,150,200,200,0,0,0,1068030,0,0,480,0,0,0,1,0,イースターふしぎ発掘！
1427,1,0,100,150,200,200,0,1,1,1900170,0,0,1,0,0,0,1,0,1億1111万ダウンロード記念 ハッピープレゼント！
1428,1,0,100,150,200,200,0,0,0,1081080,0,0,1536,0,0,0,1,0,真の平和をかけた戦い
1429,1,0,100,150,200,200,0,0,0,1080000,0,0,13,0,0,0,1,0,パズルで豊作！にゃんこ村
1430,1,0,100,150,200,200,0,3,1,1081030,0,0,173,0,0,0,1,0,第4話 秘密特訓
1431,2,0,100,120,150,150,0,0,0,1081020,0,0,436,0,0,0,1,0,第5話 宿敵再び
1432,1,0,100,150,200,200,0,0,0,1081000,0,0,852,0,0,0,1,0,最終話 悪の終着点
1433,1,0,100,150,200,200,0,0,0,1019130,0,0,512,0,0,0,1,0,絶・ブルーインパクト
1434,1,0,100,150,200,200,0,3,5,1077010,0,0,1,0,0,0,1,0,ワンチャンス遊技場
1435,1,0,100,150,200,200,0,0,0,1075070,0,0,11,0,0,0,1,0,夏の終わり、宿題
2000,1,0,100,150,200,300,0,0,0,2001000,0,0,31,0,0,0,1,0,ふるさと自衛隊
2001,4,0,100,150,200,300,0,2,0,2000000,0,0,31,0,0,0,1,0,魅惑のプリンセス
2002,4,0,100,150,200,300,0,2,0,2000010,0,0,38,0,0,0,1,0,ケリ姫ステージ
2003,3,0,100,150,200,300,0,0,0,2002000,0,0,31,0,0,0,1,0,黎明期からの使者
2004,1,0,100,150,200,300,0,0,0,2003000,0,0,63,0,0,0,1,0,拡散性ミリオンアーサー
2005,2,0,100,150,200,300,0,0,0,2004000,0,0,63,0,0,0,1,0,ドラゴンポーカー
2006,1,0,100,150,200,300,0,2,0,2005000,0,0,1,0,0,0,1,0,ラスボス降臨!?
2007,4,0,100,150,200,200,0,2,0,2006010,0,0,64,0,0,0,1,0,地獄のメルクストーリア
2008,4,0,100,150,200,300,0,2,0,2006000,0,0,31,0,0,0,1,0,対決！メルクストーリア
2009,2,0,100,150,200,300,0,0,0,2009000,0,0,21,0,0,0,1,0,ドラゴンリーグ
2010,2,0,100,150,200,300,0,0,0,2010000,0,0,87,0,0,0,1,0,超激突！氣志團！！
2011,1,0,100,150,200,300,0,0,0,0,0,0,0,0,0,0,1,0,生きろ！マンボウ！(旧)
2012,1,0,100,150,200,300,0,0,0,2002010,0,0,136,0,0,0,1,0,開眼のドロイド襲来！
2013,3,0,100,200,300,300,0,0,0,0,0,0,0,0,0,0,1,0,消滅都市 ～第１章～(旧)
2014,3,0,100,200,300,300,0,0,0,0,0,0,0,0,0,0,1,0,消滅都市 ～第２章～(旧)
2015,3,0,100,200,300,300,0,0,0,0,0,0,0,0,0,0,1,0,消滅都市 ～第３章～(旧)
2016,1,0,100,150,200,300,0,0,0,2012000,0,0,19,0,0,0,1,0,極道大戦争
2017,3,0,100,150,200,300,0,0,0,2006020,0,0,0,0,0,0,1,0,逆襲のメルクストーリア(旧)
2018,1,0,100,150,200,300,0,0,0,2006050,0,0,160,0,0,0,1,0,開眼の癒術士襲来！
2019,1,0,100,150,200,300,0,0,0,2017000,0,0,21,0,0,0,1,0,モンハン大狩猟クエスト
2020,1,0,100,150,200,300,0,0,0,2017010,0,0,148,0,0,0,1,0,【緊急】モンハン大狩猟クエスト
2021,4,0,100,150,200,300,0,2,0,2018000,0,0,21,0,0,0,1,0,メタルスラッグディフェンス
2022,4,0,100,150,200,200,0,2,0,2018010,0,0,128,0,0,0,1,0,超メタルスラッグディフェンス
2023,3,0,100,150,200,300,0,0,0,2019000,0,0,47,0,0,0,1,0,神略！ゆるドラシル
2024,3,0,100,150,200,300,0,2,0,2021000,0,0,15,0,0,0,1,0,城とドラゴン
2025,1,0,100,150,200,300,0,0,0,2021010,0,0,31,0,0,0,1,0,開眼の城とドラゴン
2026,4,0,100,150,200,250,0,2,0,2021020,0,0,224,0,0,0,1,0,難攻不落の城とドラゴン
2027,1,0,100,150,200,300,0,0,0,2022000,0,0,41,0,0,0,1,0,まもるよネコさん
